charge_end_I,charge_end_U,charge_end_soc,charge_energy,charge_max_temp,charge_min_temp,charge_start_I,charge_start_U,charge_start_soc,mileage,vehicle_id,year,month,week,day,hour,night,start,end,second_interval,charge_hour,dU,dsoc,ddsoc,dsoc/hour,dtemp,dmileage,dmileage/soc,interval_min,dU/dsoc,sum_charge,charge_mode
-5.1,398.0,99.0,27.178,35,24,-17.6,347.2,31.0,63438.9,6,2018,4,2,18,20,0,2018-04-18 20:21:37,2018-04-19 01:44:14,19357.0,5.376944444444445,50.80000000000001,68.0,68.0,12.646587797695924,11,,,,0.7470588235294119,5.376944444444445,0
-17.0,397.7,91.0,15.975999999999999,33,24,-61.3,366.0,50.0,63565.6,6,2018,4,3,19,12,0,2018-04-19 12:34:35,2018-04-19 13:28:36,3241.0,0.9002777777777777,31.69999999999999,41.0,49.0,45.54149953717989,9,126.69999999999709,2.5857142857142263,650.35,0.7731707317073168,6.277222222222223,1
-5.1,397.8,99.0,26.29,35,25,-17.0,348.7,35.0,63730.9,6,2018,4,3,19,20,0,2018-04-19 20:09:13,2018-04-20 01:22:50,18817.0,5.226944444444444,49.10000000000002,64.0,56.0,12.244247223255567,10,165.3000000000029,2.951785714285766,400.6166666666667,0.7671875000000004,11.504166666666666,0
-16.8,396.5,92.0,6.744,32,26,-31.1,382.9,74.0,63788.4,6,2018,4,4,20,13,0,2018-04-20 13:21:16,2018-04-20 13:50:48,1772.0,0.4922222222222222,13.600000000000023,18.0,25.0,36.56884875846501,6,57.5,2.3,718.4333333333333,0.7555555555555569,11.99638888888889,1
-5.0,397.8,98.0,25.545,36,25,-16.6,349.2,31.0,63940.7,6,2018,4,4,20,20,0,2018-04-20 20:50:26,2018-04-21 01:56:33,18367.0,5.101944444444444,48.60000000000002,67.0,61.0,13.132248053574346,11,152.29999999999563,2.4967213114753384,419.6333333333333,0.7253731343283586,17.098333333333333,0
-57.7,392.3,73.0,21.201,35,25,-66.9,348.0,17.0,64151.3,6,2018,4,5,21,15,0,2018-04-21 15:11:42,2018-04-21 15:54:13,2551.0,0.7086111111111111,44.30000000000001,56.0,81.0,79.02783222265778,10,210.60000000000582,2.600000000000072,795.15,0.7910714285714288,17.806944444444444,1
-5.0,397.9,98.0,28.531,33,27,-17.3,345.1,21.0,64286.8,6,2018,4,5,21,20,0,2018-04-21 20:45:49,2018-04-22 02:16:56,19867.0,5.518611111111111,52.799999999999955,77.0,52.0,13.952786027080082,6,135.5,2.605769230769231,291.6,0.6857142857142852,23.325555555555553,0
-70.5,373.7,48.0,14.775,37,26,-56.4,339.6,7.0,64521.6,6,2018,4,6,22,14,0,2018-04-22 14:43:53,2018-04-22 15:18:54,2101.0,0.5836111111111111,34.099999999999966,41.0,91.0,70.25226082817706,11,234.79999999999563,2.5802197802197324,746.95,0.8317073170731699,23.909166666666664,1
-73.7,384.4,62.0,4.846,28,25,-53.6,368.6,49.0,64521.6,6,2018,4,6,22,15,0,2018-04-22 15:28:54,2018-04-22 15:39:24,630.0,0.175,15.799999999999955,13.0,-1.0,74.28571428571429,3,0.0,-0.0,10.0,1.215384615384612,24.084166666666665,1
-73.9,368.9,40.0,11.029000000000002,34,24,-52.5,340.2,9.0,64654.4,6,2018,4,6,22,19,0,2018-04-22 19:35:29,2018-04-22 20:01:29,1560.0,0.43333333333333335,28.69999999999999,31.0,53.0,71.53846153846153,10,132.8000000000029,2.5056603773585455,236.08333333333334,0.9258064516129029,24.5175,1
