charge_end_I,charge_end_U,charge_end_soc,charge_energy,charge_max_temp,charge_min_temp,charge_start_I,charge_start_U,charge_start_soc,mileage,vehicle_id,year,month,week,day,hour,night,start,end,second_interval,charge_hour,dU,dsoc,ddsoc,dsoc/hour,dtemp,dmileage,dmileage/soc,interval_min,dU/dsoc,sum_charge,charge_mode
-1.0,572.1,100.0,59.858000000000004,30,0,-24.0,538.0,29.0,45631.7,16,2017,11,2,1,0,0,2017-11-01 00:02:23,2017-11-01 04:24:03,15700.0,4.361111111111111,34.10000000000002,71.0,71.0,16.280254777070066,30,,,,0.4802816901408454,4.361111111111111,3
-1.0,572.8,100.0,54.817,30,0,-24.0,538.0,35.0,45846.6,16,2017,11,3,2,0,0,2017-11-02 00:02:06,2017-11-02 04:07:16,14710.0,4.086111111111111,34.799999999999955,65.0,-35.0,15.907545887151597,30,120.19999999999709,-3.434285714285631,660.6833333333333,0.5353846153846147,9.197222222222223,3
0.0,544.0,77.0,38.576,36,25,-24.0,531.9,34.0,45968.6,16,2017,11,3,2,14,0,2017-11-02 14:15:23,2017-11-02 14:51:33,2170.0,0.6027777777777777,12.100000000000023,43.0,66.0,71.33640552995392,11,122.0,1.8484848484848484,608.1166666666667,0.28139534883720985,9.8,3
-1.0,565.8,100.0,59.979,31,0,-24.0,537.2,28.0,46070.6,16,2017,11,4,3,0,0,2017-11-03 00:02:25,2017-11-03 04:21:35,15550.0,4.319444444444445,28.59999999999991,72.0,49.0,16.668810289389068,31,102.0,2.0816326530612246,550.8666666666667,0.397222222222221,14.119444444444445,3
0.0,540.0,58.0,14.975,38,30,-24.0,532.2,41.0,46256.0,16,2017,11,4,3,16,0,2017-11-03 16:26:01,2017-11-03 16:40:31,870.0,0.24166666666666667,7.7999999999999545,17.0,-41.0,70.34482758620689,8,74.30000000000291,-1.8121951219512904,217.81666666666666,0.458823529411762,14.913888888888891,3
-1.0,569.8,100.0,62.015,32,0,-24.0,536.3,26.0,46322.6,16,2017,11,5,4,0,0,2017-11-04 00:01:13,2017-11-04 04:27:33,15980.0,4.438888888888889,33.5,74.0,32.0,16.67083854818523,32,66.59999999999854,2.0812499999999545,440.7,0.4527027027027027,19.35277777777778,3
0.0,543.9,70.0,15.709000000000001,37,28,-24.0,532.7,52.0,46507.8,16,2017,11,5,4,16,0,2017-11-04 16:14:04,2017-11-04 16:29:14,910.0,0.25277777777777777,11.199999999999932,18.0,-52.0,71.20879120879121,9,74.10000000000582,-1.425000000000112,207.66666666666666,0.6222222222222185,20.258333333333336,3
-3.0,575.1,100.0,54.486000000000004,33,0,-24.0,537.9,36.0,46577.2,16,2017,11,5,4,23,0,2017-11-04 23:59:52,2017-11-05 02:15:52,8160.0,2.2666666666666666,37.200000000000045,64.0,34.0,28.235294117647058,33,69.39999999999418,2.041176470588064,450.6333333333333,0.5812500000000007,22.525000000000002,3
-24.0,555.6,98.0,34.357,30,21,-49.0,536.3,60.0,46654.3,16,2017,11,6,5,9,0,2017-11-05 09:51:39,2017-11-05 10:23:29,1910.0,0.5305555555555556,19.300000000000068,38.0,40.0,71.62303664921465,9,77.10000000000582,1.9275000000001454,455.78333333333336,0.5078947368421071,23.055555555555557,3
0.0,539.4,53.0,11.366,35,27,-24.0,532.6,40.0,46769.8,16,2017,11,6,5,16,0,2017-11-05 16:25:39,2017-11-05 16:36:59,680.0,0.18888888888888888,6.7999999999999545,13.0,58.0,68.82352941176471,8,115.5,1.9913793103448276,362.1666666666667,0.5230769230769196,23.244444444444447,3
-1.0,567.4,100.0,69.61,34,0,-24.0,532.9,18.0,46840.9,16,2017,11,0,6,0,0,2017-11-06 00:00:17,2017-11-06 02:52:27,10330.0,2.8694444444444445,34.5,82.0,35.0,28.57696030977735,34,71.09999999999854,2.03142857142853,443.3,0.42073170731707316,26.11388888888889,3
-74.0,547.4,60.0,26.839000000000002,35,25,-49.0,535.2,30.0,46976.3,16,2017,11,0,6,15,0,2017-11-06 15:52:21,2017-11-06 16:17:21,1500.0,0.4166666666666667,12.199999999999932,30.0,70.0,72.0,10,135.40000000000146,1.934285714285735,779.9,0.4066666666666644,26.53055555555556,3
-1.0,572.2,100.0,60.711000000000006,33,0,-24.0,537.5,29.0,47044.1,16,2017,11,0,6,23,0,2017-11-06 23:59:52,2017-11-07 02:44:42,9890.0,2.7472222222222222,34.700000000000045,71.0,31.0,25.84428715874621,33,67.79999999999563,2.1870967741934075,462.51666666666665,0.4887323943661978,29.277777777777782,3
-1.0,573.1,100.0,59.06399999999999,33,0,-24.0,537.3,31.0,47267.3,16,2017,11,1,7,23,0,2017-11-07 23:59:55,2017-11-08 02:49:15,10160.0,2.8222222222222224,35.80000000000007,69.0,-31.0,24.448818897637793,33,90.70000000000437,-2.925806451613044,558.3,0.518840579710146,32.72222222222223,3
0.0,544.2,86.0,50.371,38,26,-24.0,531.6,31.0,47389.7,16,2017,11,2,8,13,0,2017-11-08 13:30:41,2017-11-08 14:19:51,2950.0,0.8194444444444444,12.600000000000023,55.0,69.0,67.11864406779661,12,122.39999999999418,1.7739130434781765,641.4333333333333,0.2290909090909095,33.54166666666667,3
-1.0,574.5,100.0,48.94,36,0,-24.0,538.1,44.0,47485.1,16,2017,11,2,8,23,0,2017-11-08 23:59:25,2017-11-09 00:56:15,3410.0,0.9472222222222222,36.39999999999998,56.0,42.0,59.120234604105576,36,95.40000000000146,2.271428571428606,579.5666666666667,0.6499999999999996,34.488888888888894,3
0.0,544.0,75.0,36.717,36,25,-24.0,532.2,34.0,47619.9,16,2017,11,3,9,13,0,2017-11-09 13:34:02,2017-11-09 14:08:12,2050.0,0.5694444444444444,11.799999999999955,41.0,66.0,72.0,11,134.8000000000029,2.0424242424242864,756.7833333333333,0.28780487804877936,35.06111111111112,3
-1.0,572.4,100.0,60.217,36,0,-24.0,537.4,29.0,47718.5,16,2017,11,3,9,23,0,2017-11-09 23:59:51,2017-11-10 02:19:31,8380.0,2.327777777777778,35.0,71.0,46.0,30.501193317422434,36,98.59999999999854,2.1434782608695335,591.65,0.49295774647887325,37.38888888888889,3
0.0,540.8,56.0,29.936999999999998,35,25,-24.0,528.3,23.0,47870.0,16,2017,11,4,10,15,0,2017-11-10 15:30:42,2017-11-10 15:59:02,1700.0,0.4722222222222222,12.5,33.0,77.0,69.88235294117648,10,151.5,1.9675324675324675,791.1833333333333,0.3787878787878788,37.861111111111114,3
-1.0,568.6,100.0,66.051,35,0,-24.0,534.6,23.0,47938.1,16,2017,11,4,10,23,0,2017-11-10 23:59:52,2017-11-11 02:35:42,9350.0,2.5972222222222223,34.0,77.0,33.0,29.64705882352941,35,68.09999999999854,2.0636363636363195,480.8333333333333,0.44155844155844154,40.458333333333336,3
-49.0,548.1,78.0,37.967,34,23,-24.0,531.6,36.0,48063.4,16,2017,11,5,11,13,0,2017-11-11 13:16:08,2017-11-11 13:51:28,2120.0,0.5888888888888889,16.5,42.0,64.0,71.32075471698113,11,125.30000000000291,1.9578125000000455,640.4333333333333,0.39285714285714285,41.047222222222224,3
-1.0,570.8,100.0,56.001000000000005,27,0,-24.0,538.1,33.0,48155.6,16,2017,11,6,12,0,0,2017-11-12 00:00:47,2017-11-12 04:07:07,14780.0,4.105555555555555,32.69999999999993,67.0,45.0,16.319350473612992,27,92.19999999999709,2.048888888888824,609.3166666666667,0.4880597014925363,45.15277777777778,3
-1.0,566.5,100.0,56.917,28,0,-24.0,538.2,33.0,48381.3,16,2017,11,0,13,0,0,2017-11-13 00:00:20,2017-11-13 03:30:00,12580.0,3.4944444444444445,28.299999999999955,67.0,-33.0,19.17329093799682,28,92.20000000000437,-2.7939393939395263,604.6166666666667,0.42238805970149185,49.394444444444446,3
-2.0,571.6,100.0,65.40899999999999,30,0,-15.0,534.3,22.0,48597.9,16,2017,11,0,13,23,0,2017-11-13 23:59:47,2017-11-14 03:17:17,11850.0,3.2916666666666665,37.30000000000007,78.0,-22.0,23.69620253164557,30,83.0,-3.772727272727273,626.9833333333333,0.47820512820512906,53.28611111111111,3
-1.0,568.2,100.0,69.539,33,19,-24.0,529.3,22.0,49236.0,16,2017,11,4,17,5,0,2017-11-17 05:44:43,2017-11-17 06:53:13,4110.0,1.1416666666666666,38.90000000000009,78.0,-22.0,68.32116788321169,14,92.09999999999854,-4.18636363636357,973.8666666666667,0.4987179487179499,55.16555555555556,3
-2.0,546.7,98.0,45.768,35,0,-24.0,532.8,48.0,49334.5,16,2017,11,4,17,12,0,2017-11-17 12:31:13,2017-11-17 13:15:23,2650.0,0.7361111111111112,13.900000000000091,50.0,52.0,67.92452830188678,35,98.5,1.8942307692307692,338.0,0.2780000000000018,55.90166666666667,3
-5.0,580.4,100.0,55.394,25,18,-24.0,535.0,34.0,49465.2,16,2017,11,5,18,0,0,2017-11-18 00:00:13,2017-11-18 04:09:13,14940.0,4.15,45.39999999999998,66.0,64.0,15.903614457831324,7,130.6999999999971,2.0421874999999545,644.8333333333334,0.6878787878787875,60.05166666666667,3
-5.0,580.7,100.0,52.523999999999994,29,0,-15.0,536.5,37.0,49679.5,16,2017,11,6,19,0,0,2017-11-19 00:01:12,2017-11-19 04:10:42,14970.0,4.158333333333333,44.200000000000045,63.0,-37.0,15.150300601202405,29,120.09999999999854,-3.245945945945907,648.1666666666666,0.7015873015873023,64.97111111111111,3
-1.0,576.6,100.0,59.512,29,0,-15.0,536.3,30.0,49882.1,16,2017,11,0,20,0,0,2017-11-20 00:02:24,2017-11-20 04:37:14,16490.0,4.580555555555556,40.30000000000007,70.0,-30.0,15.28198908429351,29,110.40000000000146,-3.6800000000000486,656.5166666666667,0.5757142857142867,70.05722222222224,3
-1.0,576.0,100.0,53.405,29,0,-15.0,536.4,36.0,50086.7,16,2017,11,0,20,23,0,2017-11-20 23:59:54,2017-11-21 04:11:54,15120.0,4.2,39.60000000000002,64.0,-36.0,15.238095238095237,29,110.09999999999854,-3.0583333333332927,663.3666666666667,0.6187500000000004,74.91555555555557,3
-2.0,572.1,100.0,58.538000000000004,30,0,-15.0,536.2,30.0,50530.6,16,2017,11,2,22,23,0,2017-11-22 23:59:43,2017-11-23 03:26:33,12410.0,3.4472222222222224,35.89999999999998,70.0,-30.0,20.30620467365028,30,122.90000000000146,-4.0966666666667155,661.2,0.5128571428571426,79.61833333333335,3
-1.0,576.1,100.0,57.483999999999995,29,0,-15.0,536.3,32.0,50749.3,16,2017,11,4,24,0,0,2017-11-24 00:00:11,2017-11-24 04:26:51,16000.0,4.444444444444445,39.80000000000007,68.0,-32.0,15.299999999999999,29,121.80000000000291,-3.806250000000091,681.7166666666667,0.5852941176470599,84.67388888888891,3
-3.0,579.4,100.0,56.32899999999999,26,0,-24.0,538.1,32.0,50972.4,16,2017,11,5,25,0,0,2017-11-25 00:00:59,2017-11-25 04:20:29,15570.0,4.325,41.299999999999955,68.0,-32.0,15.722543352601155,26,122.59999999999854,-3.8312499999999545,684.6,0.6073529411764699,89.59888888888891,3
-45.0,569.7,99.0,20.816,28,16,-15.0,539.4,76.0,51016.5,16,2017,11,5,25,9,0,2017-11-25 09:30:06,2017-11-25 09:52:56,1370.0,0.38055555555555554,30.300000000000068,23.0,24.0,60.43795620437957,12,44.099999999998545,1.8374999999999393,308.95,1.3173913043478291,89.98500000000003,3
-1.0,575.2,100.0,51.246,25,0,-24.0,538.3,38.0,51180.9,16,2017,11,6,26,0,0,2017-11-26 00:00:09,2017-11-26 03:56:09,14160.0,3.933333333333333,36.90000000000009,62.0,-38.0,15.76271186440678,25,95.5,-2.513157894736842,590.2166666666667,0.5951612903225821,94.15444444444448,3
0.0,547.0,95.0,29.006999999999998,29,17,-15.0,533.5,62.0,51248.7,16,2017,11,6,26,9,0,2017-11-26 09:33:40,2017-11-26 10:03:00,1760.0,0.4888888888888889,13.5,33.0,38.0,67.5,12,67.79999999999563,1.7842105263156747,337.51666666666665,0.4090909090909091,94.64333333333337,3
-5.0,575.1,100.0,56.923,31,19,-24.0,538.3,34.0,51401.1,16,2017,11,0,27,0,0,2017-11-27 00:00:25,2017-11-27 02:08:45,7700.0,2.138888888888889,36.80000000000007,66.0,-34.0,30.857142857142858,12,59.0,-1.7352941176470589,469.0833333333333,0.5575757575757586,97.14888888888892,3
0.0,544.8,76.0,11.114,30,23,-24.0,534.4,64.0,51524.9,16,2017,11,0,27,13,0,2017-11-27 13:37:29,2017-11-27 13:48:29,660.0,0.18333333333333332,10.399999999999977,12.0,-64.0,65.45454545454545,7,57.5,-0.8984375,216.66666666666666,0.8666666666666648,97.77388888888892,3
-1.0,570.8,100.0,59.265,28,0,-24.0,538.2,29.0,51623.7,16,2017,11,1,28,0,0,2017-11-28 00:00:29,2017-11-28 04:35:29,16500.0,4.583333333333333,32.59999999999991,71.0,47.0,15.490909090909092,28,98.79999999999563,2.1021276595743754,612.0,0.4591549295774635,102.35722222222225,3
0.0,545.1,81.0,14.622,31,23,-24.0,535.9,64.0,51760.7,16,2017,11,1,28,13,0,2017-11-28 13:25:21,2017-11-28 13:41:41,980.0,0.2722222222222222,9.200000000000045,17.0,-64.0,62.44897959183674,8,64.89999999999418,-1.014062499999909,208.33333333333334,0.5411764705882379,103.13777777777781,3
-4.0,579.7,100.0,59.663000000000004,27,0,-24.0,537.8,29.0,51859.9,16,2017,11,1,28,23,0,2017-11-28 23:59:57,2017-11-29 04:25:47,15950.0,4.430555555555555,41.90000000000009,71.0,52.0,16.025078369905955,27,99.20000000000437,1.9076923076923917,618.2666666666667,0.5901408450704239,107.56833333333337,3
-24.0,579.9,98.0,58.663999999999994,28,0,-15.0,536.3,29.0,52083.5,16,2017,11,2,29,23,0,2017-11-29 23:59:58,2017-11-30 04:37:18,16640.0,4.622222222222222,43.60000000000002,69.0,-29.0,14.927884615384617,28,95.30000000000291,-3.2862068965518243,598.3166666666667,0.6318840579710148,112.83222222222226,3
0.0,545.1,84.0,19.534000000000002,28,15,-15.0,533.2,63.0,52152.8,16,2017,11,3,30,9,0,2017-11-30 09:20:39,2017-11-30 09:42:39,1320.0,0.36666666666666664,11.899999999999977,21.0,35.0,57.27272727272727,13,69.30000000000291,1.9800000000000832,283.35,0.5666666666666655,113.19888888888892,3
-1.0,572.8,100.0,62.946000000000005,31,0,-15.0,536.2,26.0,52301.8,16,2017,12,4,1,0,0,2017-12-01 00:00:10,2017-12-01 02:58:20,10690.0,2.9694444444444446,36.59999999999991,74.0,-26.0,24.920486435921422,31,93.0,-3.576923076923077,607.35,0.4945945945945934,116.87944444444447,3
-9.0,576.7,100.0,58.668,29,0,-15.0,536.5,30.0,52526.5,16,2017,12,5,2,0,0,2017-12-02 00:00:49,2017-12-02 04:05:49,14700.0,4.083333333333333,40.200000000000045,70.0,-30.0,17.142857142857142,29,92.5,-3.0833333333333335,627.75,0.574285714285715,121.86555555555559,3
0.0,544.5,73.0,32.202,29,18,-24.0,531.8,38.0,52655.5,16,2017,12,5,2,13,0,2017-12-02 13:21:07,2017-12-02 13:56:37,2130.0,0.5916666666666667,12.700000000000045,35.0,62.0,59.154929577464785,11,129.0,2.0806451612903225,555.3,0.36285714285714415,122.45722222222226,3
-1.0,571.5,100.0,58.71,31,0,-15.0,536.3,30.0,52751.7,16,2017,12,6,3,0,0,2017-12-03 00:00:10,2017-12-03 02:47:30,10040.0,2.7888888888888888,35.200000000000045,70.0,43.0,25.0996015936255,31,96.19999999999709,2.2372093023255135,603.55,0.5028571428571436,125.24611111111115,3
-1.0,568.2,100.0,63.2,30,0,-15.0,535.5,26.0,52968.6,16,2017,12,0,4,0,0,2017-12-04 00:00:14,2017-12-04 02:59:34,10760.0,2.988888888888889,32.700000000000045,74.0,-26.0,24.75836431226766,30,150.90000000000146,-5.80384615384621,885.0333333333333,0.4418918918918925,128.69333333333336,3
-1.0,569.4,100.0,60.342,31,0,-15.0,536.3,29.0,53179.4,16,2017,12,0,4,23,0,2017-12-04 23:59:53,2017-12-05 02:34:03,9250.0,2.5694444444444446,33.10000000000002,71.0,-29.0,27.63243243243243,31,92.5,-3.189655172413793,648.7,0.46619718309859187,131.84611111111116,3
-1.0,572.1,100.0,62.167,30,0,-15.0,535.9,27.0,53382.8,16,2017,12,1,5,23,0,2017-12-05 23:59:34,2017-12-06 02:58:14,10720.0,2.977777777777778,36.200000000000045,73.0,-27.0,24.51492537313433,30,147.0,-5.444444444444445,888.1,0.49589041095890474,135.29333333333338,3
-95.0,557.2,94.0,38.811,31,16,-15.0,531.6,50.0,53475.0,16,2017,12,2,6,12,0,2017-12-06 12:30:44,2017-12-06 13:09:34,2330.0,0.6472222222222223,25.600000000000023,44.0,50.0,67.98283261802575,15,92.19999999999709,1.8439999999999417,572.5,0.5818181818181823,135.9405555555556,3
-9.0,577.1,100.0,61.385,30,0,-15.0,536.0,27.0,53609.1,16,2017,12,3,7,0,0,2017-12-07 00:01:16,2017-12-07 04:00:16,14340.0,3.9833333333333334,41.10000000000002,73.0,67.0,18.326359832635983,30,134.09999999999854,2.001492537313411,651.7,0.5630136986301373,139.9238888888889,3
