charge_end_I,charge_end_U,charge_end_soc,charge_energy,charge_max_temp,charge_min_temp,charge_start_I,charge_start_U,charge_start_soc,mileage,vehicle_id,year,month,week,day,hour,night,start,end,second_interval,charge_hour,dU,dsoc,ddsoc,dsoc/hour,dtemp,dmileage,dmileage/soc,interval_min,dU/dsoc,sum_charge,charge_mode
-7.9,377.4,71.0,21.546999999999997,30,26,-9.0,332.6,10.0,60581.2,8,2018,4,2,18,23,0,2018-04-18 23:42:43,2018-04-19 06:40:52,25089.0,6.969166666666666,44.799999999999955,61.0,88.0,8.75283988999163,4,,,,0.734426229508196,6.969166666666666,0
-27.8,395.6,86.0,24.871,31,24,-17.0,343.2,21.0,60714.4,8,2018,4,3,19,11,0,2018-04-19 11:54:28,2018-04-19 12:55:29,3661.0,1.0169444444444444,52.400000000000034,65.0,50.0,63.91696257853046,7,133.20000000000437,2.664000000000087,313.6,0.8061538461538467,7.986111111111111,1
-5.1,398.0,99.0,25.818,33,27,-8.4,347.8,30.0,60860.7,8,2018,4,3,19,18,0,2018-04-19 18:29:06,2018-04-20 03:03:16,30850.0,8.569444444444445,50.19999999999999,69.0,56.0,8.051863857374393,6,146.29999999999563,2.612499999999922,333.6166666666667,0.7275362318840578,16.555555555555557,0
-23.5,397.2,88.0,19.487000000000002,32,23,-45.2,355.8,37.0,61028.7,8,2018,4,4,20,12,0,2018-04-20 12:38:24,2018-04-20 13:32:25,3241.0,0.9002777777777777,41.39999999999998,51.0,62.0,56.6491823511262,9,168.0,2.7096774193548385,575.1333333333333,0.8117647058823525,17.455833333333334,1
-5.1,398.0,98.0,25.862,31,27,-5.5,347.0,29.0,61192.9,8,2018,4,4,20,20,0,2018-04-20 20:29:33,2018-04-21 05:03:44,30851.0,8.569722222222222,51.0,69.0,59.0,8.05160286538524,4,164.20000000000437,2.783050847457701,417.1333333333333,0.7391304347826086,26.025555555555556,0
-52.0,394.6,78.0,15.402999999999999,31,24,-33.2,354.3,38.0,61350.9,8,2018,4,5,21,12,0,2018-04-21 12:05:57,2018-04-21 12:36:27,1830.0,0.5083333333333333,40.30000000000001,40.0,60.0,78.68852459016394,7,158.0,2.6333333333333333,422.21666666666664,1.0075000000000003,26.53388888888889,1
-33.0,395.9,84.0,2.109,26,23,-55.4,393.6,79.0,61350.9,8,2018,4,5,21,12,0,2018-04-21 12:37:27,2018-04-21 12:45:27,480.0,0.13333333333333333,2.2999999999999545,5.0,-1.0,37.5,3,0.0,-0.0,1.0,0.4599999999999909,26.66722222222222,1
-5.1,398.0,97.0,31.724,29,26,-7.5,334.3,12.0,61531.3,8,2018,4,5,21,19,0,2018-04-21 19:20:05,2018-04-22 05:48:19,37694.0,10.470555555555556,63.69999999999999,85.0,72.0,8.11800286517748,3,180.40000000000146,2.505555555555576,394.6333333333333,0.7494117647058822,37.13777777777778,0
-58.1,390.7,74.0,11.687000000000001,30,25,-43.8,358.4,43.0,61672.3,8,2018,4,6,22,12,0,2018-04-22 12:25:22,2018-04-22 12:52:52,1650.0,0.4583333333333333,32.30000000000001,31.0,54.0,67.63636363636364,5,141.0,2.611111111111111,397.05,1.041935483870968,37.596111111111114,1
-43.7,395.2,82.0,2.7910000000000004,26,24,-53.2,389.7,74.0,61672.3,8,2018,4,6,22,12,0,2018-04-22 12:53:52,2018-04-22 13:02:23,511.0,0.14194444444444446,5.5,8.0,0.0,56.360078277886494,2,0.0,,1.0,0.6875,37.73805555555556,1
