charge_end_I,charge_end_U,charge_end_soc,charge_energy,charge_max_temp,charge_min_temp,charge_start_I,charge_start_U,charge_start_soc,mileage,vehicle_id,year,month,week,day,hour,night,start,end,second_interval,charge_hour,dU,dsoc,ddsoc,dsoc/hour,dtemp,dmileage,dmileage/soc,interval_min,dU/dsoc,sum_charge,charge_mode
-1.0,585.4,100.0,77.692,38,0,-95.0,561.8,36.0,53283.1,15,2017,11,2,1,1,0,2017-11-01 01:45:59,2017-11-01 03:15:29,5370.0,1.4916666666666667,23.600000000000023,64.0,55.0,42.90502793296089,38,,,,0.36875000000000036,1.4916666666666667,3
-189.0,572.7,80.0,51.099,40,0,-95.0,556.4,39.0,53428.6,15,2017,11,2,1,13,0,2017-11-01 13:50:56,2017-11-01 14:22:56,1920.0,0.5333333333333333,16.300000000000068,41.0,61.0,76.875,40,145.5,2.3852459016393444,635.45,0.3975609756097578,2.025,3
-191.0,571.8,72.0,28.058000000000003,42,33,-191.0,559.2,50.0,53498.5,15,2017,11,2,1,18,0,2017-11-01 18:16:46,2017-11-01 18:32:16,930.0,0.25833333333333336,12.599999999999909,22.0,30.0,85.16129032258064,9,69.90000000000146,2.3300000000000485,233.83333333333334,0.5727272727272686,2.283333333333333,3
-1.0,585.1,100.0,69.449,40,0,-78.0,558.1,43.0,53575.0,15,2017,11,3,2,0,0,2017-11-02 00:35:26,2017-11-02 01:53:16,4670.0,1.2972222222222223,27.0,57.0,29.0,43.940042826552464,40,76.5,2.6379310344827585,363.1666666666667,0.47368421052631576,3.5805555555555557,3
-2.0,592.3,100.0,36.934,38,30,-191.0,566.1,69.0,53650.3,15,2017,11,3,2,12,0,2017-11-02 12:19:42,2017-11-02 12:42:22,1360.0,0.37777777777777777,26.199999999999932,31.0,31.0,82.05882352941177,8,75.30000000000291,2.42903225806461,626.4333333333333,0.8451612903225785,3.9583333333333335,3
-2.0,587.1,100.0,82.37700000000001,41,0,-95.0,561.8,32.0,53797.5,15,2017,11,3,2,23,0,2017-11-02 23:36:12,2017-11-03 01:11:32,5720.0,1.5888888888888888,25.300000000000068,68.0,68.0,42.7972027972028,41,147.1999999999971,2.1647058823528984,653.8333333333334,0.3720588235294128,5.5472222222222225,3
-6.0,596.3,100.0,34.965,38,30,-191.0,566.1,72.0,53872.6,15,2017,11,4,3,12,0,2017-11-03 12:31:09,2017-11-03 12:52:19,1270.0,0.3527777777777778,30.199999999999932,28.0,28.0,79.37007874015748,8,75.09999999999854,2.682142857142805,678.45,1.078571428571426,5.902777777777779,3
-9.0,594.7,100.0,71.422,39,30,-95.0,562.9,42.0,54019.7,15,2017,11,5,4,1,0,2017-11-04 01:24:27,2017-11-04 02:46:27,4920.0,1.3666666666666667,31.800000000000068,58.0,58.0,42.4390243902439,9,147.09999999999854,2.536206896551699,752.1333333333333,0.5482758620689667,7.269444444444446,3
0.0,573.7,97.0,81.043,45,0,-191.0,559.3,32.0,54166.5,15,2017,11,5,4,13,0,2017-11-04 13:12:15,2017-11-04 13:57:25,2710.0,0.7527777777777778,14.400000000000091,65.0,68.0,86.3468634686347,45,146.8000000000029,2.1588235294118077,625.3,0.22153846153846293,8.025000000000002,3
-1.0,590.3,100.0,83.15700000000001,44,0,-95.0,559.3,32.0,54313.1,15,2017,11,5,4,22,0,2017-11-04 22:31:40,2017-11-05 00:04:10,5550.0,1.5416666666666667,31.0,68.0,65.0,44.108108108108105,44,146.59999999999854,2.255384615384593,514.25,0.45588235294117646,9.566666666666668,3
-192.0,571.0,68.0,31.561,39,29,-1.0,551.3,42.0,54460.0,15,2017,11,6,5,14,0,2017-11-05 14:12:46,2017-11-05 14:30:56,1090.0,0.30277777777777776,19.700000000000045,26.0,58.0,85.87155963302753,10,146.90000000000146,2.5327586206896804,848.6,0.7576923076923094,9.869444444444445,3
-4.0,594.1,100.0,77.992,38,0,-39.0,558.3,35.0,54537.0,15,2017,11,6,5,23,0,2017-11-05 23:35:19,2017-11-06 02:15:59,9640.0,2.6777777777777776,35.80000000000007,65.0,33.0,24.27385892116183,38,77.0,2.3333333333333335,544.3833333333333,0.5507692307692318,12.547222222222222,3
