charge_end_I,charge_end_U,charge_end_soc,charge_energy,charge_max_temp,charge_min_temp,charge_start_I,charge_start_U,charge_start_soc,mileage,vehicle_id,year,month,week,day,hour,night,start,end,second_interval,charge_hour,dU,dsoc,ddsoc,dsoc/hour,dtemp,dmileage,dmileage/soc,interval_min,dU/dsoc,sum_charge,charge_mode
-5.0,397.8,99.0,30.865,35,24,-17.4,339.6,15.0,63160.9,7,2018,4,2,18,19,0,2018-04-18 19:56:36,2018-04-19 01:58:43,21727.0,6.035277777777778,58.19999999999999,84.0,83.0,13.918166336815943,11,,,,0.6928571428571427,6.035277777777778,1
0.0,384.7,78.0,11.168,30,25,-90.7,367.9,48.0,63316.0,7,2018,4,3,19,11,0,2018-04-19 11:17:28,2018-04-19 11:38:58,1290.0,0.35833333333333334,16.80000000000001,30.0,51.0,83.72093023255813,5,155.09999999999854,3.0411764705882067,558.75,0.5600000000000004,6.393611111111111,2
-4.9,397.8,99.0,28.86,34,29,-17.5,344.5,21.0,63463.4,7,2018,4,3,19,21,0,2018-04-19 21:27:51,2018-04-20 03:04:28,20197.0,5.610277777777778,53.30000000000001,78.0,57.0,13.903054909144922,5,147.40000000000146,2.585964912280727,588.8833333333333,0.6833333333333335,12.00388888888889,1
0.0,381.9,74.0,8.285,32,27,-88.3,369.9,52.0,63609.6,7,2018,4,4,20,11,0,2018-04-20 11:46:34,2018-04-20 12:02:04,930.0,0.25833333333333336,12.0,22.0,47.0,85.16129032258064,5,146.1999999999971,3.1106382978722786,522.1,0.5454545454545454,12.262222222222222,2
-5.0,397.7,99.0,39.222,36,24,-12.4,281.1,0.0,63787.4,7,2018,4,4,20,22,0,2018-04-20 22:30:57,2018-04-21 05:54:07,26590.0,7.386111111111111,116.59999999999997,99.0,74.0,13.403535163595336,12,177.8000000000029,2.402702702702742,628.8833333333333,1.1777777777777774,19.648333333333333,1
-95.8,382.8,58.0,9.993,32,28,-33.7,351.2,31.0,63981.6,7,2018,4,5,21,12,0,2018-04-21 12:18:10,2018-04-21 12:36:10,1080.0,0.3,31.600000000000023,27.0,68.0,90.0,4,194.1999999999971,2.8558823529411335,384.05,1.1703703703703712,19.948333333333334,2
-4.9,397.7,99.0,39.173,33,27,-19.1,289.1,0.0,65070.2,7,2018,4,1,24,20,0,2018-04-24 20:27:26,2018-04-25 03:45:34,26288.0,7.302222222222222,108.59999999999997,99.0,99.0,13.557516737674984,6,282.3999999999942,2.8525252525251936,722.4666666666667,1.0969696969696967,27.250555555555557,1
-96.2,388.9,66.0,7.933,30,27,-20.1,355.8,45.0,65231.1,7,2018,4,2,25,11,0,2018-04-25 11:35:11,2018-04-25 11:48:41,810.0,0.225,33.099999999999966,21.0,54.0,93.33333333333333,3,160.90000000000146,2.9796296296296565,469.6166666666667,1.5761904761904746,27.47555555555556,2
-5.0,397.7,99.0,30.706,33,28,-17.6,340.2,16.0,65401.1,7,2018,4,2,25,20,0,2018-04-25 20:18:31,2018-04-26 02:11:38,21187.0,5.885277777777778,57.5,83.0,50.0,14.102987681125219,5,170.0,3.4,509.8333333333333,0.6927710843373494,33.36083333333334,1
-123.6,358.5,14.0,2.378,32,30,-18.7,333.8,7.0,65663.6,7,2018,4,3,26,14,0,2018-04-26 14:20:17,2018-04-26 14:24:17,240.0,0.06666666666666667,24.69999999999999,7.0,92.0,105.0,2,262.5000000000073,2.8532608695652963,728.65,3.528571428571427,33.42750000000001,2
