charge_end_I,charge_end_U,charge_end_soc,charge_energy,charge_max_temp,charge_min_temp,charge_start_I,charge_start_U,charge_start_soc,mileage,vehicle_id,year,month,week,day,hour,night,start,end,second_interval,charge_hour,dU,dsoc,ddsoc,dsoc/hour,dtemp,dmileage,dmileage/soc,interval_min,dU/dsoc,sum_charge,charge_mode
-5.0,397.3,99.0,37.543,36,24,-19.3,310.2,6.0,66090.6,5,2018,4,2,18,23,0,2018-04-18 23:21:49,2018-04-19 06:39:28,26259.0,7.2941666666666665,87.10000000000002,93.0,25.2,12.749914315091969,12,,,,0.9365591397849464,7.2941666666666665,0
-23.4,389.5,84.0,2.802,30,24,-25.1,382.3,78.0,66156.4,5,2018,4,3,19,14,0,2018-04-19 14:03:41,2018-04-19 14:23:41,1200.0,0.3333333333333333,7.199999999999989,6.0,21.0,18.0,6,65.79999999998836,3.133333333332779,444.21666666666664,1.1999999999999982,7.6274999999999995,1
-5.0,397.6,99.0,29.971,35,24,-17.5,342.0,28.0,66332.2,5,2018,4,3,19,22,0,2018-04-19 22:36:41,2018-04-20 04:38:19,21698.0,6.027222222222222,55.60000000000002,71.0,56.0,11.779887547239378,11,175.8000000000029,3.139285714285766,493.0,0.7830985915492961,13.654722222222222,0
-23.1,397.1,92.0,8.266,30,23,-31.1,379.8,73.0,66413.1,5,2018,4,4,20,12,0,2018-04-20 12:50:15,2018-04-20 13:32:45,2550.0,0.7083333333333334,17.30000000000001,19.0,26.0,26.823529411764703,7,80.90000000000873,3.1115384615387973,491.93333333333334,0.9105263157894743,14.363055555555556,1
-5.0,397.3,99.0,27.145,34,24,-16.4,347.0,36.0,66564.7,5,2018,4,5,21,1,0,2018-04-21 01:02:37,2018-04-21 06:34:43,19926.0,5.535,50.30000000000001,63.0,56.0,11.38211382113821,10,151.59999999999127,2.7071428571427014,689.8666666666667,0.7984126984126986,19.89805555555556,0
-22.8,397.0,91.0,26.281999999999996,34,24,-72.6,350.5,28.0,66769.1,5,2018,4,5,21,15,0,2018-04-21 15:25:53,2018-04-21 16:30:54,3901.0,1.083611111111111,46.5,63.0,71.0,58.13893873365804,10,204.40000000000873,2.878873239436743,531.1666666666666,0.7380952380952381,20.98166666666667,1
-5.2,397.5,99.0,16.267,28,26,-15.8,365.5,68.0,66856.3,5,2018,4,5,21,23,0,2018-04-21 23:32:10,2018-04-22 03:08:46,12996.0,3.61,32.0,31.0,23.0,8.587257617728532,2,87.19999999999709,3.7913043478259603,421.26666666666665,1.032258064516129,24.59166666666667,0
-5.1,397.3,99.0,36.395,34,26,-18.0,320.2,10.0,67142.2,5,2018,4,6,22,21,0,2018-04-22 21:53:22,2018-04-23 04:52:01,25119.0,6.9775,77.10000000000002,89.0,89.0,12.755284844141885,8,285.8999999999942,3.2123595505617324,1124.6,0.866292134831461,31.569166666666668,0
-0.2,392.4,100.0,25.666,30,24,-6.7,343.0,30.0,67315.5,5,2018,4,0,23,15,0,2018-04-23 15:49:20,2018-04-23 16:56:22,4022.0,1.1172222222222221,49.39999999999998,70.0,69.0,62.65539532570861,6,173.3000000000029,2.5115942028985927,657.3166666666667,0.7057142857142854,32.68638888888889,1
-57.5,391.8,88.0,4.364,28,25,-6.1,373.8,78.0,67357.3,5,2018,4,0,23,18,0,2018-04-23 18:14:54,2018-04-23 18:25:54,660.0,0.18333333333333332,18.0,10.0,22.0,54.54545454545455,3,41.80000000000291,1.9000000000001322,78.53333333333333,1.8,32.86972222222222,1
-23.2,396.9,98.0,4.332,28,27,-26.8,386.7,88.0,67357.3,5,2018,4,0,23,18,0,2018-04-23 18:28:24,2018-04-23 18:53:54,1530.0,0.425,10.199999999999989,10.0,0.0,23.529411764705884,1,0.0,,2.5,1.019999999999999,33.29472222222222,1
-5.1,397.3,99.0,21.691999999999997,31,26,-16.4,354.4,52.0,67448.6,5,2018,4,0,23,23,0,2018-04-23 23:09:47,2018-04-24 03:40:53,16266.0,4.5183333333333335,42.900000000000034,47.0,46.0,10.402065658428624,5,91.30000000000291,1.9847826086957154,255.88333333333333,0.9127659574468092,37.81305555555555,0
-22.9,396.9,92.0,10.629000000000001,29,25,-0.1,369.7,67.0,67539.3,5,2018,4,1,24,11,0,2018-04-24 11:49:43,2018-04-24 12:23:14,2011.0,0.5586111111111111,27.19999999999999,25.0,32.0,44.75385380407758,4,90.69999999999709,2.834374999999909,488.8333333333333,1.0879999999999996,38.37166666666666,1
0.0,374.9,74.0,11.984000000000002,29,24,-29.5,351.5,45.0,67682.1,5,2018,4,1,24,17,0,2018-04-24 17:57:26,2018-04-24 18:58:57,3691.0,1.0252777777777777,23.399999999999977,29.0,47.0,28.285017610403685,5,142.8000000000029,3.0382978723404874,334.2,0.8068965517241371,39.39694444444444,1
-5.0,397.3,99.0,24.467,30,26,-0.2,348.2,44.0,67756.6,5,2018,4,1,24,22,0,2018-04-24 22:42:12,2018-04-25 03:40:49,17917.0,4.976944444444444,49.10000000000002,55.0,30.0,11.050957191494112,4,74.5,2.4833333333333334,223.25,0.8927272727272731,44.373888888888885,0
-5.0,397.5,99.0,13.470999999999998,25,24,-15.0,373.3,68.0,67856.6,5,2018,4,3,26,19,0,2018-04-26 19:39:54,2018-04-26 22:47:57,11283.0,3.1341666666666668,24.19999999999999,31.0,31.0,9.890986439776654,1,100.0,3.225806451612903,2399.0833333333335,0.7806451612903222,47.50805555555555,0
-5.1,397.3,99.0,27.767,34,24,-16.2,345.9,32.0,68040.6,5,2018,4,4,27,21,0,2018-04-27 21:50:32,2018-04-28 03:30:10,20378.0,5.660555555555556,51.400000000000034,67.0,67.0,11.836294042594956,10,184.0,2.746268656716418,1382.5833333333333,0.7671641791044781,53.168611111111105,0
-5.0,397.3,99.0,25.049,34,29,-16.6,350.2,40.0,68212.6,5,2018,4,5,28,22,0,2018-04-28 22:44:02,2018-04-29 03:50:08,18366.0,5.101666666666667,47.10000000000002,59.0,1.0,11.56484808885985,5,0.6000000000058208,0.6000000000058208,7.0,0.7983050847457631,58.311944444444435,0
-23.0,397.0,91.0,4.8180000000000005,27,26,-23.2,385.5,80.0,68294.0,5,2018,4,6,29,7,0,2018-04-29 07:26:53,2018-04-29 07:58:53,1920.0,0.5333333333333333,11.5,11.0,6.0,20.625,1,48.0,8.0,66.53333333333333,1.0454545454545454,58.9286111111111,1
-23.2,397.0,92.0,6.721,34,23,-25.9,381.3,76.0,68760.9,5,2018,5,1,1,5,0,2018-05-01 05:45:26,2018-05-01 06:26:57,2491.0,0.6919444444444445,15.699999999999989,16.0,23.0,23.123243677238055,11,52.5,2.282608695652174,164.08333333333334,0.9812499999999993,60.02916666666666,1
