charge_end_I,charge_end_U,charge_end_soc,charge_energy,charge_max_temp,charge_min_temp,charge_start_I,charge_start_U,charge_start_soc,mileage,vehicle_id,year,month,week,day,hour,night,start,end,second_interval,charge_hour,dU,dsoc,ddsoc,dsoc/hour,dtemp,dmileage,dmileage/soc,interval_min,dU/dsoc,sum_charge,charge_mode
-7.7,394.2,100.0,1.985,18,14,-7.7,373.2,94.0,79977.7,2,2017,11,2,1,16,0,2017-11-01 16:44:32,2017-11-01 17:25:32,2460.0,0.6833333333333333,21.0,6.0,-58.8,8.78048780487805,4,,,,3.5,0.6833333333333333,0
-7.7,398.2,100.0,12.399000000000001,17,12,-7.6,367.5,61.2,80054.0,2,2017,11,2,1,22,0,2017-11-01 22:30:02,2017-11-02 02:48:25,15503.0,4.306388888888889,30.69999999999999,38.8,38.8,9.009869057601755,5,76.30000000000291,1.9664948453609,304.5,0.7912371134020616,4.989722222222222,0
-16.4,392.8,100.0,22.622,29,20,-31.4,364.8,28.8,80199.7,2,2017,11,3,2,14,0,2017-11-02 14:10:36,2017-11-02 15:39:26,5330.0,1.4805555555555556,28.0,71.2,71.2,48.090056285178235,9,145.6999999999971,2.0463483146067007,682.1833333333333,0.3932584269662921,6.470277777777778,1
-7.6,398.5,100.0,13.167,24,16,-7.6,368.9,60.0,80281.5,2,2017,11,3,2,20,0,2017-11-02 20:05:15,2017-11-03 00:38:56,16421.0,4.561388888888889,29.600000000000023,40.0,40.0,8.769258875829731,8,81.80000000000291,2.0450000000000728,265.81666666666666,0.7400000000000005,11.031666666666666,0
-6.0,399.1,100.0,13.573,19,12,-39.1,371.4,58.0,80363.9,2,2017,11,4,3,10,0,2017-11-03 10:50:42,2017-11-03 11:44:42,3240.0,0.9,27.700000000000045,42.0,42.0,46.666666666666664,7,82.39999999999418,1.9619047619046233,611.7666666666667,0.6595238095238106,11.931666666666667,1
-7.7,398.1,100.0,22.526999999999997,19,9,-7.7,360.7,30.0,80505.1,2,2017,11,4,3,18,0,2017-11-03 18:11:19,2017-11-04 02:02:02,28243.0,7.845277777777778,37.400000000000034,70.0,70.0,8.922564883333923,10,141.20000000001164,2.0171428571430234,386.6166666666667,0.5342857142857148,19.776944444444446,0
-7.6,395.2,100.0,20.947,18,11,-7.7,362.8,35.2,80634.3,2,2017,11,5,4,16,0,2017-11-04 16:41:34,2017-11-04 23:58:44,26230.0,7.286111111111111,32.39999999999998,64.8,64.8,8.893633244376668,7,129.1999999999971,1.9938271604937823,879.5333333333333,0.49999999999999967,27.063055555555557,0
-14.3,397.8,100.0,12.657,19,12,-23.2,370.1,60.8,80714.5,2,2017,11,6,5,12,0,2017-11-05 12:25:02,2017-11-05 13:15:02,3000.0,0.8333333333333334,27.69999999999999,39.2,39.2,47.04,7,80.19999999999709,2.0459183673468644,746.3,0.7066326530612241,27.89638888888889,1
-7.6,398.6,100.0,21.594,20,12,-7.6,363.0,32.8,80843.2,2,2017,11,6,5,18,0,2017-11-05 18:49:12,2017-11-06 02:19:52,27040.0,7.511111111111111,35.60000000000002,67.2,67.2,8.946745562130179,8,128.6999999999971,1.915178571428528,334.1666666666667,0.5297619047619051,35.4075,0
-40.5,395.2,100.0,12.079,18,11,-40.0,372.1,62.4,80918.3,2,2017,11,0,6,10,0,2017-11-06 10:57:56,2017-11-06 11:44:56,2820.0,0.7833333333333333,23.099999999999966,37.6,37.6,48.0,7,75.10000000000582,1.9973404255320697,518.0666666666667,0.6143617021276586,36.19083333333333,1
